case_id,src_dir,status,steps_count,timestamp,case_size,is_priority,is_excluded,split
c365c1c7-a3db-4d5e-a9a1-66f56eae7865_20260112174533,../datasets/raw/veadk_gaia/fail/c365c1c7-a3db-4d5e-a9a1-66f56eae7865_20260112174533,fail,4,20260112174533,419772,True,False,train
14569e28-c88c-43e4-8c32-097d35b9a67d_20260112111249,../datasets/raw/veadk_gaia/fail/14569e28-c88c-43e4-8c32-097d35b9a67d_20260112111249,fail,4,20260112111249,835406,True,False,train
73c1b9fe-ee1d-4cf4-96ca-35c08f97b054_20260112054745,../datasets/raw/veadk_gaia/fail/73c1b9fe-ee1d-4cf4-96ca-35c08f97b054_20260112054745,fail,4,20260112054745,275449,False,False,train
72e110e7-464c-453c-a309-90a95aed6538_20260112054706,../datasets/raw/veadk_gaia/fail/72e110e7-464c-453c-a309-90a95aed6538_20260112054706,fail,4,20260112054706,286395,False,False,train
624cbf11-6a41-4692-af9c-36b3e5ca3130_20260112051358,../datasets/raw/veadk_gaia/fail/624cbf11-6a41-4692-af9c-36b3e5ca3130_20260112051358,fail,4,20260112051358,292741,False,False,train
5d0080cb-90d7-4712-bc33-848150e917d3_20260112050657,../datasets/raw/veadk_gaia/fail/5d0080cb-90d7-4712-bc33-848150e917d3_20260112050657,fail,4,20260112050657,297886,False,False,train
708b99c5-e4a7-49cb-a5cf-933c8d46470d_20260112053027,../datasets/raw/veadk_gaia/fail/708b99c5-e4a7-49cb-a5cf-933c8d46470d_20260112053027,fail,4,20260112053027,298720,False,False,train
6359a0b1-8f7b-499b-9336-840f9ab90688_20260112051444,../datasets/raw/veadk_gaia/fail/6359a0b1-8f7b-499b-9336-840f9ab90688_20260112051444,fail,4,20260112051444,300872,False,False,train
0b260a57-3f3a-4405-9f29-6d7a1012dbfb_20260112032044,../datasets/raw/veadk_gaia/fail/0b260a57-3f3a-4405-9f29-6d7a1012dbfb_20260112032044,fail,4,20260112032044,307744,False,False,train
114d5fd0-e2ae-4b6d-a65a-870da2d19c08_20260112032932,../datasets/raw/veadk_gaia/fail/114d5fd0-e2ae-4b6d-a65a-870da2d19c08_20260112032932,fail,4,20260112032932,312120,False,False,train
05407167-39ec-4d3a-a234-73a9120c325d_20260111235531,../datasets/raw/veadk_gaia/fail/05407167-39ec-4d3a-a234-73a9120c325d_20260111235531,fail,4,20260111235531,314507,False,False,train
305ac316-eef6-4446-960a-92d80d542f82_20260112040135,../datasets/raw/veadk_gaia/fail/305ac316-eef6-4446-960a-92d80d542f82_20260112040135,fail,4,20260112040135,317860,False,False,train
5b2a14e8-6e59-479c-80e3-4696e8980152_20260112050552,../datasets/raw/veadk_gaia/fail/5b2a14e8-6e59-479c-80e3-4696e8980152_20260112050552,fail,4,20260112050552,322143,False,False,train
7d4a7d1d-cac6-44a8-96e8-ea9584a70825_20260112060001,../datasets/raw/veadk_gaia/fail/7d4a7d1d-cac6-44a8-96e8-ea9584a70825_20260112060001,fail,4,20260112060001,326562,False,False,train
1dcc160f-c187-48c2-b68e-319bd4354f3d_20260112033952,../datasets/raw/veadk_gaia/fail/1dcc160f-c187-48c2-b68e-319bd4354f3d_20260112033952,fail,4,20260112033952,330475,False,False,train
0512426f-4d28-49f0-be77-06d05daec096_20260111235347,../datasets/raw/veadk_gaia/fail/0512426f-4d28-49f0-be77-06d05daec096_20260111235347,fail,4,20260111235347,343929,False,False,train
0bb3b44a-ede5-4db5-a520-4e844b0079c5_20260112032140,../datasets/raw/veadk_gaia/fail/0bb3b44a-ede5-4db5-a520-4e844b0079c5_20260112032140,fail,4,20260112032140,351808,False,False,train
0e9e85b8-52b9-4de4-b402-5f635ab9631f_20260112032635,../datasets/raw/veadk_gaia/fail/0e9e85b8-52b9-4de4-b402-5f635ab9631f_20260112032635,fail,4,20260112032635,361712,False,False,train
384d0dd8-e8a4-4cfe-963c-d37f256e7662_20260112040251,../datasets/raw/veadk_gaia/fail/384d0dd8-e8a4-4cfe-963c-d37f256e7662_20260112040251,fail,4,20260112040251,463881,False,False,train
676e5e31-a554-4acc-9286-b60d90a92d26_20260112052520,../datasets/raw/veadk_gaia/fail/676e5e31-a554-4acc-9286-b60d90a92d26_20260112052520,fail,4,20260112052520,466078,False,False,train
50f58759-7bd6-406f-9b0d-5692beb2a926_20260112045934,../datasets/raw/veadk_gaia/fail/50f58759-7bd6-406f-9b0d-5692beb2a926_20260112045934,fail,4,20260112045934,498039,False,False,train
56137764-b4e0-45b8-9c52-1866420c3df5_20260112050204,../datasets/raw/veadk_gaia/fail/56137764-b4e0-45b8-9c52-1866420c3df5_20260112050204,fail,4,20260112050204,510681,False,False,train
42d4198c-5895-4f0a-b0c0-424a66465d83_20260112041729,../datasets/raw/veadk_gaia/fail/42d4198c-5895-4f0a-b0c0-424a66465d83_20260112041729,fail,6,20260112041729,462778,False,False,train
65afbc8a-89ca-4ad5-8d62-355bb401f61d_20260112051524,../datasets/raw/veadk_gaia/fail/65afbc8a-89ca-4ad5-8d62-355bb401f61d_20260112051524,fail,8,20260112051524,1584341,False,False,train
08cae58d-4084-4616-b6dd-dd6534e4825b_20260111235655,../datasets/raw/veadk_gaia/fail/08cae58d-4084-4616-b6dd-dd6534e4825b_20260111235655,fail,9,20260111235655,883077,False,False,train
7a4a336d-dcfa-45a0-b014-824c7619e8de_20260112055408,../datasets/raw/veadk_gaia/fail/7a4a336d-dcfa-45a0-b014-824c7619e8de_20260112055408,fail,10,20260112055408,1037505,False,False,train
edd4d4f2-1a58-45c4-b038-67337af4e029_20260112210707,../datasets/raw/veadk_gaia/fail/edd4d4f2-1a58-45c4-b038-67337af4e029_20260112210707,fail,11,20260112210707,1295881,True,False,train
16d825ff-1623-4176-a5b5-42e0f5c2b0ac_20260112033053,../datasets/raw/veadk_gaia/fail/16d825ff-1623-4176-a5b5-42e0f5c2b0ac_20260112033053,fail,11,20260112033053,1035707,False,False,train
3da89939-209c-4086-8520-7eb734e6b4ef_20260112040722,../datasets/raw/veadk_gaia/fail/3da89939-209c-4086-8520-7eb734e6b4ef_20260112040722,fail,11,20260112040722,2691609,False,False,train
e0c10771-d627-4fd7-9694-05348e54ee36_20260112202057,../datasets/raw/veadk_gaia/fail/e0c10771-d627-4fd7-9694-05348e54ee36_20260112202057,fail,12,20260112202057,1239873,True,False,train
72c06643-a2fa-4186-aa5c-9ec33ae9b445_20260112054214,../datasets/raw/veadk_gaia/fail/72c06643-a2fa-4186-aa5c-9ec33ae9b445_20260112054214,fail,15,20260112054214,1928978,False,False,train
a26649c6-1cb2-470a-871e-6910c64c3e53_20260112172437,../datasets/raw/veadk_gaia/fail/a26649c6-1cb2-470a-871e-6910c64c3e53_20260112172437,fail,20,20260112172437,2656225,True,False,train
935e2cff-ae78-4218-b3f5-115589b19dae_20260112153642,../datasets/raw/veadk_gaia/fail/935e2cff-ae78-4218-b3f5-115589b19dae_20260112153642,fail,21,20260112153642,3437287,True,False,train
00d579ea-0889-4fd9-a771-2c8d79835c8d_20260111214747,../datasets/raw/veadk_gaia/fail/00d579ea-0889-4fd9-a771-2c8d79835c8d_20260111214747,fail,22,20260111214747,2753367,False,False,train
4b6bb5f7-f634-410e-815d-e673ab7f8632_20260113140711,../datasets/raw/veadk_gaia/fail/4b6bb5f7-f634-410e-815d-e673ab7f8632_20260113140711,fail,46,20260113140711,7077553,True,False,train
65da0822-a48a-4a68-bbad-8ed1b835a834_20260112052327,../datasets/raw/veadk_gaia/fail/65da0822-a48a-4a68-bbad-8ed1b835a834_20260112052327,fail,54,20260112052327,7873952,False,False,train
87c610df-bef7-4932-b950-1d83ef4e282b_20260112142720,../datasets/raw/veadk_gaia/fail/87c610df-bef7-4932-b950-1d83ef4e282b_20260112142720,fail,100,20260112142720,32630638,True,False,train
3f57289b-8c60-48be-bd80-01f8099ca449_20260112114607,../datasets/raw/veadk_gaia/fail/3f57289b-8c60-48be-bd80-01f8099ca449_20260112114607,fail,100,20260112114607,33198707,True,False,train
cf106601-ab4f-4af9-b045-5295fe67b37d_20260112175007,../datasets/raw/veadk_gaia/fail/cf106601-ab4f-4af9-b045-5295fe67b37d_20260112175007,fail,100,20260112175007,34984711,True,False,train
9f41b083-683e-4dcf-9185-ccfeaa88fa45_20260112154141,../datasets/raw/veadk_gaia/fail/9f41b083-683e-4dcf-9185-ccfeaa88fa45_20260112154141,fail,100,20260112154141,35392963,True,False,train
076c8171-9b3b-49b9-a477-244d2a532826_20260112104437,../datasets/raw/veadk_gaia/fail/076c8171-9b3b-49b9-a477-244d2a532826_20260112104437,fail,100,20260112104437,38272690,True,False,train
023e9d44-96ae-4eed-b912-244ee8c3b994_20260112103347,../datasets/raw/veadk_gaia/fail/023e9d44-96ae-4eed-b912-244ee8c3b994_20260112103347,fail,100,20260112103347,38708301,True,False,train
3627a8be-a77f-41bb-b807-7e1bd4c0ebdf_20260112113125,../datasets/raw/veadk_gaia/fail/3627a8be-a77f-41bb-b807-7e1bd4c0ebdf_20260112113125,fail,100,20260112113125,41305370,True,False,train
e9a2c537-8232-4c3f-85b0-b52de6bcba99_20260112205052,../datasets/raw/veadk_gaia/fail/e9a2c537-8232-4c3f-85b0-b52de6bcba99_20260112205052,fail,100,20260112205052,41519793,True,False,train
e4e91f1c-1dcd-439e-9fdd-cb976f5293fd_20260112202256,../datasets/raw/veadk_gaia/fail/e4e91f1c-1dcd-439e-9fdd-cb976f5293fd_20260112202256,fail,100,20260112202256,46917471,True,False,train
7cc4acfa-63fd-4acc-a1a1-e8e529e0a97f_20260112125510,../datasets/raw/veadk_gaia/fail/7cc4acfa-63fd-4acc-a1a1-e8e529e0a97f_20260112125510,fail,100,20260112125510,48755759,True,False,train
0bdb7c40-671d-4ad1-9ce3-986b159c0ddc_20260112032231,../datasets/raw/veadk_gaia/fail/0bdb7c40-671d-4ad1-9ce3-986b159c0ddc_20260112032231,fail,100,20260112032231,24367553,False,False,train
48eb8242-1099-4c26-95d4-ef22b002457a_20260112042241,../datasets/raw/veadk_gaia/fail/48eb8242-1099-4c26-95d4-ef22b002457a_20260112042241,fail,100,20260112042241,26302308,False,False,train
46719c30-f4c3-4cad-be07-d5cb21eee6bb_20260112041851,../datasets/raw/veadk_gaia/fail/46719c30-f4c3-4cad-be07-d5cb21eee6bb_20260112041851,fail,100,20260112041851,27088058,False,False,train
2dfc4c37-fec1-4518-84a7-10095d30ad75_20260112035606,../datasets/raw/veadk_gaia/fail/2dfc4c37-fec1-4518-84a7-10095d30ad75_20260112035606,fail,100,20260112035606,27093596,False,False,train
20194330-9976-4043-8632-f8485c6c71b2_20260112034125,../datasets/raw/veadk_gaia/fail/20194330-9976-4043-8632-f8485c6c71b2_20260112034125,fail,100,20260112034125,29167943,False,False,train
7bd855d8-463d-4ed5-93ca-5fe35145f733_20260112055531,../datasets/raw/veadk_gaia/fail/7bd855d8-463d-4ed5-93ca-5fe35145f733_20260112055531,fail,100,20260112055531,30216489,False,False,train
23dd907f-1261-4488-b21c-e9185af91d5e_20260112034631,../datasets/raw/veadk_gaia/fail/23dd907f-1261-4488-b21c-e9185af91d5e_20260112034631,fail,100,20260112034631,30534656,False,False,train
17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc_20260112033231,../datasets/raw/veadk_gaia/fail/17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc_20260112033231,fail,100,20260112033231,35860195,False,False,train
0a3cd321-3e76-4622-911b-0fda2e5d6b1a_20260112030128,../datasets/raw/veadk_gaia/fail/0a3cd321-3e76-4622-911b-0fda2e5d6b1a_20260112030128,fail,100,20260112030128,37345433,False,False,train
04a04a9b-226c-43fd-b319-d5e89743676f_20260111234532,../datasets/raw/veadk_gaia/fail/04a04a9b-226c-43fd-b319-d5e89743676f_20260111234532,fail,100,20260111234532,39528025,False,False,train
0383a3ee-47a7-41a4-b493-519bdefe0488_20260111215144,../datasets/raw/veadk_gaia/fail/0383a3ee-47a7-41a4-b493-519bdefe0488_20260111215144,fail,100,20260111215144,39755056,False,False,train
7673d772-ef80-4f0f-a602-1bf4485c9b43_20260112054819,../datasets/raw/veadk_gaia/fail/7673d772-ef80-4f0f-a602-1bf4485c9b43_20260112054819,fail,100,20260112054819,40137308,False,False,train
5f982798-16b9-4051-ab57-cfc7ebdb2a91_20260112050744,../datasets/raw/veadk_gaia/fail/5f982798-16b9-4051-ab57-cfc7ebdb2a91_20260112050744,fail,100,20260112050744,41277848,False,False,train
71345b0a-9c7d-4b50-b2bf-937ec5879845_20260112053111,../datasets/raw/veadk_gaia/fail/71345b0a-9c7d-4b50-b2bf-937ec5879845_20260112053111,fail,100,20260112053111,59166181,False,False,train
