case_id,src_dir,status,steps_count,timestamp,case_size,is_priority,is_excluded,split
spider-0125_20260111220117,../datasets/raw/langgraph_sql/fail/spider-0125_20260111220117,fail,2,20260111220117,166363,False,False,train
spider-0404_20260112143412,../datasets/raw/langgraph_sql/fail/spider-0404_20260112143412,fail,2,20260112143412,171622,False,False,train
spider-0129_20260111220144,../datasets/raw/langgraph_sql/fail/spider-0129_20260111220144,fail,2,20260111220144,184735,False,False,train
spider-0144_20260111220758,../datasets/raw/langgraph_sql/fail/spider-0144_20260111220758,fail,2,20260111220758,191121,False,False,train
spider-0137_20260111220548,../datasets/raw/langgraph_sql/fail/spider-0137_20260111220548,fail,2,20260111220548,199658,False,False,train
spider-0148_20260111220838,../datasets/raw/langgraph_sql/fail/spider-0148_20260111220838,fail,2,20260111220838,203664,False,False,train
spider-0207_20260111221854,../datasets/raw/langgraph_sql/fail/spider-0207_20260111221854,fail,2,20260111221854,235533,False,False,train
spider-0208_20260111221921,../datasets/raw/langgraph_sql/fail/spider-0208_20260111221921,fail,2,20260111221921,238665,False,False,train
spider-0213_20260111221955,../datasets/raw/langgraph_sql/fail/spider-0213_20260111221955,fail,2,20260111221955,242133,False,False,train
spider-0115_20260112145003,../datasets/raw/langgraph_sql/fail/spider-0115_20260112145003,fail,2,20260112145003,251453,False,False,train
spider-0056_20260111210751,../datasets/raw/langgraph_sql/fail/spider-0056_20260111210751,fail,2,20260111210751,262706,False,False,train
spider-0062_20260112034748,../datasets/raw/langgraph_sql/fail/spider-0062_20260112034748,fail,2,20260112034748,265002,False,False,train
spider-0065_20260111214747,../datasets/raw/langgraph_sql/fail/spider-0065_20260111214747,fail,2,20260111214747,265633,False,False,train
spider-0040_20260111210135,../datasets/raw/langgraph_sql/fail/spider-0040_20260111210135,fail,2,20260111210135,267719,False,False,train
spider-0063_20260111211026,../datasets/raw/langgraph_sql/fail/spider-0063_20260111211026,fail,2,20260111211026,269654,False,False,train
spider-0052_20260111210552,../datasets/raw/langgraph_sql/fail/spider-0052_20260111210552,fail,2,20260111210552,271780,False,False,train
spider-0041_20260111210212,../datasets/raw/langgraph_sql/fail/spider-0041_20260111210212,fail,2,20260111210212,279902,False,False,train
spider-0107_20260112164125,../datasets/raw/langgraph_sql/fail/spider-0107_20260112164125,fail,2,20260112164125,282108,False,False,train
spider-0043_20260111210324,../datasets/raw/langgraph_sql/fail/spider-0043_20260111210324,fail,2,20260111210324,284773,False,False,train
spider-0053_20260111210647,../datasets/raw/langgraph_sql/fail/spider-0053_20260111210647,fail,2,20260111210647,288222,False,False,train
spider-0461_20260112143735,../datasets/raw/langgraph_sql/fail/spider-0461_20260112143735,fail,2,20260112143735,1157027,False,False,train
spider-0026_20260111205845,../datasets/raw/langgraph_sql/fail/spider-0026_20260111205845,fail,4,20260111205845,325816,False,False,train
spider-0159_20260111221057,../datasets/raw/langgraph_sql/fail/spider-0159_20260111221057,fail,4,20260111221057,326395,False,False,train
spider-0140_20260111220634,../datasets/raw/langgraph_sql/fail/spider-0140_20260111220634,fail,4,20260111220634,360659,False,False,train
spider-0141_20260111220719,../datasets/raw/langgraph_sql/fail/spider-0141_20260111220719,fail,4,20260111220719,369114,False,False,train
spider-0111_20260111220032,../datasets/raw/langgraph_sql/fail/spider-0111_20260111220032,fail,4,20260111220032,490018,False,False,train
spider-0060_20260112034632,../datasets/raw/langgraph_sql/fail/spider-0060_20260112034632,fail,4,20260112034632,534075,False,False,train
spider-0071_20260112035141,../datasets/raw/langgraph_sql/fail/spider-0071_20260112035141,fail,4,20260112035141,544755,False,False,train
spider-0160_20260111221151,../datasets/raw/langgraph_sql/fail/spider-0160_20260111221151,fail,4,20260111221151,578364,False,False,train
spider-0113_20260112040944,../datasets/raw/langgraph_sql/fail/spider-0113_20260112040944,fail,4,20260112040944,583955,False,False,train
spider-0157_20260111220914,../datasets/raw/langgraph_sql/fail/spider-0157_20260111220914,fail,6,20260111220914,584567,False,False,train
spider-0110_20260111215935,../datasets/raw/langgraph_sql/fail/spider-0110_20260111215935,fail,6,20260111215935,758707,False,False,train
spider-0100_20260111215719,../datasets/raw/langgraph_sql/fail/spider-0100_20260111215719,fail,6,20260111215719,765362,False,False,train
spider-0057_20260111210901,../datasets/raw/langgraph_sql/fail/spider-0057_20260111210901,fail,6,20260111210901,767611,False,False,train
spider-0061_20260112163613,../datasets/raw/langgraph_sql/fail/spider-0061_20260112163613,fail,6,20260112163613,870512,False,False,train
spider-0135_20260111220251,../datasets/raw/langgraph_sql/fail/spider-0135_20260111220251,fail,6,20260111220251,903630,False,False,train
spider-0058_20260112144323,../datasets/raw/langgraph_sql/fail/spider-0058_20260112144323,fail,6,20260112144323,970324,False,False,train
spider-0074_20260111214900,../datasets/raw/langgraph_sql/fail/spider-0074_20260111214900,fail,6,20260111214900,970996,False,False,train
spider-0077_20260111215422,../datasets/raw/langgraph_sql/fail/spider-0077_20260111215422,fail,6,20260111215422,1074858,False,False,train
spider-0075_20260111215103,../datasets/raw/langgraph_sql/fail/spider-0075_20260111215103,fail,6,20260111215103,1183622,False,False,train
spider-0009_20260112032541,../datasets/raw/langgraph_sql/success/spider-0009_20260112032541,success,2,20260112032541,130310,False,False,train
spider-0011_20260112032624,../datasets/raw/langgraph_sql/success/spider-0011_20260112032624,success,2,20260112032624,131201,False,False,train
spider-0006_20260112032435,../datasets/raw/langgraph_sql/success/spider-0006_20260112032435,success,2,20260112032435,131221,False,False,train
spider-0028_20260112033356,../datasets/raw/langgraph_sql/success/spider-0028_20260112033356,success,2,20260112033356,131671,False,False,train
spider-0033_20260112033613,../datasets/raw/langgraph_sql/success/spider-0033_20260112033613,success,2,20260112033613,131907,False,False,train
spider-0013_20260112032717,../datasets/raw/langgraph_sql/success/spider-0013_20260112032717,success,2,20260112032717,132136,False,False,train
spider-0021_20260112033155,../datasets/raw/langgraph_sql/success/spider-0021_20260112033155,success,2,20260112033155,134731,False,False,train
spider-0025_20260112033335,../datasets/raw/langgraph_sql/success/spider-0025_20260112033335,success,2,20260112033335,134849,False,False,train
spider-0012_20260112032649,../datasets/raw/langgraph_sql/success/spider-0012_20260112032649,success,2,20260112032649,135816,False,False,train
spider-0014_20260112032740,../datasets/raw/langgraph_sql/success/spider-0014_20260112032740,success,2,20260112032740,135844,False,False,train
spider-0036_20260112033706,../datasets/raw/langgraph_sql/success/spider-0036_20260112033706,success,2,20260112033706,136736,False,False,train
spider-0030_20260112033447,../datasets/raw/langgraph_sql/success/spider-0030_20260112033447,success,2,20260112033447,137541,False,False,train
spider-0032_20260112033545,../datasets/raw/langgraph_sql/success/spider-0032_20260112033545,success,2,20260112033545,138357,False,False,train
spider-0024_20260112033310,../datasets/raw/langgraph_sql/success/spider-0024_20260112033310,success,2,20260112033310,138782,False,False,train
spider-0038_20260112033816,../datasets/raw/langgraph_sql/success/spider-0038_20260112033816,success,2,20260112033816,140558,False,False,train
spider-0019_20260112033041,../datasets/raw/langgraph_sql/success/spider-0019_20260112033041,success,2,20260112033041,140646,False,False,train
spider-0018_20260112033007,../datasets/raw/langgraph_sql/success/spider-0018_20260112033007,success,2,20260112033007,141177,False,False,train
spider-0015_20260112032811,../datasets/raw/langgraph_sql/success/spider-0015_20260112032811,success,2,20260112032811,141449,False,False,train
spider-0037_20260112033738,../datasets/raw/langgraph_sql/success/spider-0037_20260112033738,success,2,20260112033738,143130,False,False,train
spider-0016_20260112032850,../datasets/raw/langgraph_sql/success/spider-0016_20260112032850,success,2,20260112032850,145587,False,False,train
spider-0020_20260112033114,../datasets/raw/langgraph_sql/success/spider-0020_20260112033114,success,2,20260112033114,146147,False,False,train
spider-0017_20260112032928,../datasets/raw/langgraph_sql/success/spider-0017_20260112032928,success,2,20260112032928,147173,False,False,train
spider-0133_20260111220225,../datasets/raw/langgraph_sql/success/spider-0133_20260111220225,success,2,20260111220225,155957,False,False,train
spider-0403_20260112030230,../datasets/raw/langgraph_sql/success/spider-0403_20260112030230,success,2,20260112030230,165138,False,False,train
spider-0278_20260111234532,../datasets/raw/langgraph_sql/success/spider-0278_20260111234532,success,2,20260111234532,178617,False,False,train
spider-0046_20260112034053,../datasets/raw/langgraph_sql/success/spider-0046_20260112034053,success,2,20260112034053,241436,False,False,train
spider-0051_20260112034408,../datasets/raw/langgraph_sql/success/spider-0051_20260112034408,success,2,20260112034408,243163,False,False,train
spider-0105_20260111215901,../datasets/raw/langgraph_sql/success/spider-0105_20260111215901,success,2,20260111215901,247294,False,False,train
spider-0050_20260112034328,../datasets/raw/langgraph_sql/success/spider-0050_20260112034328,success,2,20260112034328,248401,False,False,train
spider-0054_20260112034436,../datasets/raw/langgraph_sql/success/spider-0054_20260112034436,success,2,20260112034436,250045,False,False,train
